DOI,title,year,num_citations,num_views,document_type,num_authors,num_references,num_figures,num_equations,num_countries,num_words_title,num_words_abstract,prop_words_abs,prop_simple_words_abs,first_au_F,last_au_F
10.1371/journal.pcbi.1002476,On conduction in a bacterial sodium channel,2012,65,5232,Article,2,38,5,0,2,7,199,0.965,0.313,0.98,0.892
10.1371/journal.pcbi.1002477,Computational design of a PDZ domain peptide inhibitor that rescues CFTR activity,2012,84,9914,Article,5,74,7,0,2,12,253,0.946,0.295,0.018,0.004
10.1371/journal.pcbi.1002478,Impact of adaptation currents on synchronization of coupled exponential integrate-and-fire neurons,2012,30,13520,Article,4,71,11,26,2,13,310,0.969,0.3,0,0
10.1371/journal.pcbi.1002479,Establishment and validation of computational model for MT1-MMP dependent ECM degradation and intervention strategies,2012,43,5465,Article,7,37,7,1,2,15,286,0.944,0.282,0,NA
10.1371/journal.pcbi.1002480,Mapping the environmental fitness landscape of a synthetic gene circuit,2012,79,13136,Article,5,96,6,13,1,10,303,0.981,0.348,0,NA
10.1371/journal.pcbi.1002481,Modeling planarian regeneration: A primer for reverse-engineering the worm,2012,56,57308,Review,3,147,4,0,1,10,309,0.989,0.316,0.004,0.005
10.1371/journal.pcbi.1002482,Exploring the contextual sensitivity of factors that determine cell-to-cell variability in receptor-mediated apoptosis,2012,57,6841,Article,4,45,8,4,1,16,272,0.966,0.363,0.998,0.003
10.1371/journal.pcbi.1002483,Testing biochemistry revisited: How in vivo metabolism can be understood from in vitro enzyme kinetics,2012,60,11928,Article,4,46,5,2,2,15,238,0.952,0.279,0.997,0.997
10.1371/journal.pcbi.1002484,Theoretical analysis of competing conformational transitions in superhelical DNA,2012,19,3295,Article,2,76,10,16,1,9,288,0.929,0.314,0.998,0.003
10.1371/journal.pcbi.1002485,Termination of Ca<sup>2+</sup> release for clustered IP<inf>3</inf>R channels,2012,19,5014,Article,3,43,10,5,3,15,264,0.975,0.342,0,NA
10.1371/journal.pcbi.1002486,Microarray analysis of LTR retrotransposon silencing identifies Hdac1 as a regulator of retrotransposon expression in mouse embryonic stem cells,2012,43,11516,Article,8,73,7,0,2,19,255,0.908,0.267,0.997,0.003
10.1371/journal.pcbi.1002487,Rise and demise of bioinformatics? promise and progress,2012,34,41756,Article,1,85,1,0,2,8,126,0.976,0.44,0,0
10.1371/journal.pcbi.1002488,Uncovering microRNA and transcription factor mediated regulatory networks in Glioblastoma,2012,102,18305,Article,4,90,4,1,1,10,312,0.868,0.296,NA,NA
10.1371/journal.pcbi.1002489,Predictive features of persistent activity emergence in regular spiking and intrinsic bursting model neurons,2012,15,6332,Article,2,89,9,4,1,14,319,1,0.294,1,1
10.1371/journal.pcbi.1002490,NIBBS-search for fast and accurate prediction of phenotype-biased metabolic systems,2012,3,3501,Article,8,69,7,4,1,12,333,0.943,0.326,0.003,NA
10.1371/journal.pcbi.1002491,Tension and robustness in multitasking cellular networks,2012,7,4825,Article,3,51,5,0,1,7,216,0.985,0.328,0.004,NA
10.1371/journal.pcbi.1002492,Inference of genotype-phenotype relationships in the antigenic evolution of human influenza A (H3N2) viruses,2012,18,6796,Article,2,51,2,5,1,15,158,0.96,0.263,0,0.997
10.1371/journal.pcbi.1002493,The effects of NMDA subunit composition on calcium influx and spike timing-dependent plasticity in striatal medium spiny neurons,2012,35,7644,Article,8,70,6,2,3,19,231,0.916,0.305,0.998,0.837
10.1371/journal.pcbi.1002494,Homeostatic scaling of excitability in recurrent neural networks,2012,18,4825,Article,2,41,8,17,1,8,259,0.985,0.393,0.005,NA
10.1371/journal.pcbi.1002495,Simulation of molecular data under diverse evolutionary scenarios,2012,36,13566,Article,1,91,2,0,1,8,NA,0,0,0.006,0.006
10.1371/journal.pcbi.1002496,Modeling meiotic chromosomes indicates a size dependent contribution of telomere clustering and chromosome rigidity to homologue juxtaposition,2012,11,8161,Article,4,89,12,7,1,17,226,0.954,0.415,0.005,0
10.1371/journal.pcbi.1002497,"Social interaction, noise and antibiotic-mediated switches in the intestinal microbiota",2012,33,8732,Article,4,57,5,34,2,11,212,0.963,0.346,NA,0
10.1371/journal.pcbi.1002498,Intermittent motion in desert locusts: Behavioural complexity in simple environments,2012,55,6348,Article,4,73,4,0,3,10,201,0.968,0.429,1,0
10.1371/journal.pcbi.1002499,Accessible high-throughput virtual screening molecular docking software for students and educators,2012,48,22275,Article,3,41,1,0,1,12,138,0.938,0.34,0.024,0.003
10.1371/journal.pcbi.1002500,A spatial model of mosquito host-seeking behavior,2012,39,11567,Article,5,44,8,15,1,8,275,0.986,0.41,0.998,0.005
10.1371/journal.pcbi.1002501,Are long-range structural correlations behind the aggregration phenomena of polyglutamine diseases?,2012,14,5549,Article,4,65,8,5,1,12,216,0.938,0.301,0,0.999
10.1371/journal.pcbi.1002502,Virus capsid dissolution studied by microsecond molecular dynamics simulations,2012,42,6356,Article,3,43,6,4,1,9,159,0.94,0.39,0.004,0.004
10.1371/journal.pcbi.1002503,Prediction of drug-target interactions and drug repositioning via network-based inference,2012,469,43652,Article,9,54,7,4,1,12,186,0.826,0.306,NA,0.75
10.1371/journal.pcbi.1002504,The role of non-native interactions in the folding of knotted proteins,2012,36,4810,Article,3,55,9,10,1,12,183,0.942,0.317,1,0
10.1371/journal.pcbi.1002505,Insights into the fold organization of tim barrel from interaction energy based structure networks,2012,19,9147,Article,2,56,7,8,1,14,284,0.987,0.397,NA,NA
10.1371/journal.pcbi.1002506,Filament compliance influences cooperative activation of thin filaments and the dynamics of force production in skeletal muscle,2012,34,4376,Article,3,43,6,2,1,17,316,0.939,0.291,0,0.005
10.1371/journal.pcbi.1002507,Modeling HIV-1 drug resistance as episodic directional selection,2012,20,5906,Article,5,50,1,4,3,9,177,0.954,0.376,0.006,0
10.1371/journal.pcbi.1002508,Optimal control of saccades by spatial-temporal activity patterns in the monkey superior colliculus,2012,28,5104,Article,2,76,12,11,1,14,319,0.995,0.308,NA,NA
10.1371/journal.pcbi.1002509,Dynamic prestress in a globular protein,2012,21,5141,Article,3,49,5,2,2,6,248,0.974,0.335,0.003,NA
10.1371/journal.pcbi.1002510,Structural drift: The population dynamics of sequential learning,2012,4,6525,Article,2,52,10,22,1,8,106,0.986,0.4,0.005,0.007
10.1371/journal.pcbi.1002511,Google goes cancer: Improving outcome prediction for cancer patients by network-based ranking of marker genes,2012,117,32576,Article,21,68,4,3,2,16,273,0.954,0.314,0,0.004
10.1371/journal.pcbi.1002512,Mechanical stress inference for two dimensional cell arrays,2012,86,8887,Article,3,40,10,16,2,8,252,0.993,0.326,0.005,0
10.1371/journal.pcbi.1002513,Measuring granger causality between cortical regions from voxelwise fmRI BOLD signals with LASSO,2012,36,8305,Article,5,44,8,8,1,13,304,0.962,0.35,0.218,0
10.1371/journal.pcbi.1002514,"Resolving the ortholog conjecture: Orthologs tend to be weakly, but significantly, more similar in function than paralogs",2012,110,16743,Article,4,30,4,6,2,17,162,0.954,0.376,0.06,0
10.1371/journal.pcbi.1002515,A two-dimensional model of the colonic crypt accounting for the role of the basement membrane and pericryptal fibroblast sheath,2012,28,9168,Article,6,55,17,10,1,20,301,0.981,0.354,NA,0.005
10.1371/journal.pcbi.1002516,Entrainment of the mammalian cell cycle by the circadian clock: Modeling two coupled cellular rhythms,2012,77,10581,Article,2,45,15,6,1,15,302,0.908,0.34,0.01,0.005
10.1371/journal.pcbi.1002517,Proteome sampling by the HLA class I antigen processing pathway,2012,21,5511,Article,4,40,5,0,2,10,252,0.984,0.328,1,0
10.1371/journal.pcbi.1002518,Reconstruction of genome-scale active metabolic networks for 69 human cell types and 16 cancer types using INIT,2012,234,22146,Article,6,43,4,2,1,18,208,0.976,0.379,0,0
10.1371/journal.pcbi.1002519,Visualization and analysis of 3D microscopic images,2012,47,26045,Article,3,40,4,0,1,7,95,0.973,0.351,NA,NA
10.1371/journal.pcbi.1002520,Optimality of human contour integration,2012,22,5218,Article,6,54,9,25,1,5,259,0.981,0.287,NA,0
10.1371/journal.pcbi.1002521,The layer-oriented approach to declarative languages for biological modeling,2012,7,5810,Article,2,48,7,76,2,10,267,0.993,0.364,0.005,0.004
10.1371/journal.pcbi.1002522,Emergence of a small-world functional network in cultured neurons,2012,79,12547,Article,8,74,10,3,1,10,194,0.983,0.299,0.996,NA
10.1371/journal.pcbi.1002523,Conformational spread in the flagellar motor switch: A model study,2012,13,4212,Article,5,20,9,5,3,10,189,0.969,0.315,0.152,1
10.1371/journal.pcbi.1002524,Identification of molecular pathologies sufficient to cause neuropathic excitability in primary somatosensory afferents using dynamical systems theory,2012,18,4495,Article,2,57,10,16,1,17,307,0.983,0.302,NA,0.003
10.1371/journal.pcbi.1002525,Estimating the fitness cost of escape from hla presentation in HIV-1 protease and reverse transcriptase,2012,10,3265,Article,9,76,4,2,4,16,280,0.955,0.291,0,0.002
10.1371/journal.pcbi.1002526,Network topologies and dynamics leading to endotoxin tolerance and priming in innate immune cells,2012,38,7894,Article,8,73,8,2,1,14,180,0.992,0.355,0.119,NA
10.1371/journal.pcbi.1002527,Standing genetic variation and the evolution of drug resistance in HIV,2012,52,10102,Article,1,60,6,5,1,11,246,0.974,0.431,NA,NA
10.1371/journal.pcbi.1002528,Fine-tuning tomato agronomic properties by computational genome redesign,2012,6,5087,Article,8,48,4,2,3,9,148,0.963,0.269,0.005,0.008
10.1371/journal.pcbi.1002529,"Exploring massive, genome scale datasets with the genometricorr package",2012,86,15044,Article,7,13,9,7,2,9,164,0.937,0.27,0.007,0.997
10.1371/journal.pcbi.1002530,A computational investigation on the connection between dynamics properties of ribosomal proteins and ribosome assembly,2012,16,6791,Article,4,75,9,0,1,15,277,0.901,0.338,0.997,NA
10.1371/journal.pcbi.1002531,Viral perturbations of host networks reflect disease etiology,2012,70,16880,Article,32,50,3,0,2,8,124,0.916,0.337,1,NA
10.1371/journal.pcbi.1002532,General anesthetics predicted to block the GLIC pore with micromolar affinity,2012,51,6020,Article,5,57,2,7,2,11,257,0.934,0.279,0.004,0.997
10.1371/journal.pcbi.1002533,Quality of computationally inferred gene ontology annotations,2012,80,14961,Article,3,32,8,3,3,7,158,0.973,0.387,NA,0
10.1371/journal.pcbi.1002534,Thermodynamic basis for the emergence of genomes during prebiotic evolution,2012,3,8727,Article,3,63,11,65,1,10,238,0.943,0.287,NA,0.016
10.1371/journal.pcbi.1002535,International society for computational biology honours Gunnar von Heijne and Ziv Bar-Joseph with top bioinformatics/computational biology awards for 2012,2012,0,5069,Article,2,0,2,0,2,21,NA,0,0,0.005,NA
10.1371/journal.pcbi.1002536,Fast coding of orientation in primary visual cortex,2012,18,5502,Article,3,51,10,9,2,8,255,0.993,0.362,0.004,NA
10.1371/journal.pcbi.1002537,Structural and dynamic requirements for optimal activity of the essential bacterial enzyme dihydrodipicolinate synthase,2012,14,4732,Article,7,25,9,0,2,14,270,0.957,0.227,NA,NA
10.1371/journal.pcbi.1002538,Integrative approach to pain genetics identifies pain sensitivity loci across diseases,2012,10,6292,Article,9,59,5,3,1,11,242,0.857,0.279,0.004,0.005
10.1371/journal.pcbi.1002539,A maximum entropy test for evaluating higher-order correlations in spike counts,2012,2,5617,Article,3,45,7,28,2,12,276,0.98,0.311,0,0
10.1371/journal.pcbi.1002540,The CanOE strategy: Integrating genomic and metabolic contexts across multiple prokaryote genomes to find candidate genes for orphan enzymes,2012,20,10006,Article,5,50,4,5,1,19,276,0.94,0.331,0.004,0.004
10.1371/journal.pcbi.1002541,A platform-independent method for detecting errors in metagenomic sequencing data: DRISEE,2012,43,9591,Article,7,32,5,1,1,12,201,0.927,0.336,0.005,NA
10.1371/journal.pcbi.1002542,Structure and age jointly influence rates of protein evolution,2012,14,7861,Article,4,58,4,0,2,9,195,0.966,0.385,1,0.004
10.1371/journal.pcbi.1002543,What can systems theory of networks offer to biology?,2012,17,12882,Article,3,13,1,0,1,9,NA,0,0,1,0
10.1371/journal.pcbi.1002544,Sarcomeric pattern formation by actin cluster coalescence,2012,22,4694,Article,4,53,6,0,2,7,171,0.953,0.34,0.003,0.004
10.1371/journal.pcbi.1002545,Spine calcium transients induced by synaptically-evoked action potentials can predict synapse location and establish synaptic democracy,2012,8,5507,Article,4,63,8,9,2,17,267,0.961,0.316,0.004,0
10.1371/journal.pcbi.1002546,Prosthetic Avian vocal organ controlled by a freely behaving bird based on a low dimensional model of the biomechanical periphery,2012,9,3980,Article,4,36,5,5,2,20,244,0.993,0.357,0,0.019
10.1371/journal.pcbi.1002547,Complex spatial dynamics of oncolytic viruses in vitro: Mathematical and experimental approaches,2012,34,7199,Article,6,59,9,4,1,12,338,0.968,0.362,0.011,0.999
10.1371/journal.pcbi.1002548,Potassium starvation in yeast: Mechanisms of homeostasis revealed by mathematical modeling,2012,23,9132,Article,9,47,5,34,2,11,159,0.97,0.287,0,0
10.1371/journal.pcbi.1002549,Data sharing in the post-genomic world: The experience of the international cancer genome consortium (ICGC) data access compliance office (DACO),2012,68,10784,Article,5,28,1,0,3,21,NA,0,0,0,0.007
10.1371/journal.pcbi.1002550,Location-dependent effects of inhibition on local spiking in pyramidal neuron dendrites,2012,60,8092,Article,4,63,7,9,2,12,177,0.973,0.306,1,0
10.1371/journal.pcbi.1002551,Protein scaffolds can enhance the bistability of multisite phosphorylation systems,2012,26,5273,Article,6,54,4,0,1,10,156,0.989,0.394,0.005,NA
10.1371/journal.pcbi.1002552,Simple epidemiological dynamics explain phylogenetic clustering of HIV from patients with recent infection,2012,66,6919,Article,5,44,4,10,2,13,272,0.978,0.346,0.004,0.003
10.1371/journal.pcbi.1002553,Modeling boundary vector cell firing given optic flow as a cue,2012,18,4582,Article,2,47,11,13,1,11,165,0.98,0.531,0.016,0.005
10.1371/journal.pcbi.1002554,Bioinformatics meets user-centred design: A perspective,2012,32,13836,Article,6,12,1,0,1,7,265,0.973,0.369,0.998,0
10.1371/journal.pcbi.1002555,Minimum free energy path of ligand-induced transition in Adenylate kinase,2012,58,10302,Article,6,61,6,12,1,11,263,0.955,0.293,0,NA
10.1371/journal.pcbi.1002556,The impact of phenotypic switching on glioblastoma growth and invasion,2012,48,6422,Article,2,41,7,32,1,10,217,0.984,0.369,0.003,0
10.1371/journal.pcbi.1002557,Short term synaptic depression imposes a frequency dependent filter on synaptic information transfer,2012,55,8723,Article,3,56,8,90,1,13,162,0.99,0.4,0.004,0.004
10.1371/journal.pcbi.1002558,Probing the mutational interplay between primary and promiscuous protein functions: A computational-experimental approach,2012,10,4629,Article,3,60,10,4,1,14,300,0.988,0.303,0.005,0.007
10.1371/journal.pcbi.1002559,Multiple genetic interaction experiments provide complementary information useful for gene function prediction,2012,13,14094,Article,2,33,6,1,1,12,174,0.99,0.327,0.998,0.004
10.1371/journal.pcbi.1002560,Complementarity of spike- and rate-based dynamics of neural systems,2012,13,4295,Article,4,53,13,47,2,10,234,1,0.392,NA,NA
10.1371/journal.pcbi.1002561,Computing with neural synchrony,2012,75,19522,Article,1,91,12,24,1,4,227,0.992,0.382,0.01,0.01
10.1371/journal.pcbi.1002562,A scalable algorithm to explore the Gibbs energy landscape of genome-scale metabolic networks,2012,19,5351,Article,4,39,6,18,1,14,242,0.967,0.313,0.822,0
10.1371/journal.pcbi.1002563,Excitatory local interneurons enhance tuning of sensory information,2012,12,4163,Article,3,31,7,3,1,8,150,0.967,0.385,0.485,0.001
10.1371/journal.pcbi.1002564,Coding conspecific identity and motion in the electric sense,2012,36,3215,Article,5,48,10,11,1,9,273,0.962,0.399,0.868,NA
10.1371/journal.pcbi.1002565,Charge profile analysis reveals that activation of pro-apoptotic regulators bax and bak relies on charge transfer mediated allosteric regulation,2012,9,4198,Article,5,64,6,10,2,20,269,0.926,0.309,NA,0
10.1371/journal.pcbi.1002566,Posterior association networks and functional modules inferred from rich phenotypes of gene perturbations,2012,14,4917,Article,4,53,9,18,1,13,287,0.944,0.236,0.861,0.016
10.1371/journal.pcbi.1002567,Proteinhistorian: Tools for the comparative analysis of eukaryote protein origin,2012,46,7263,Article,3,41,4,0,1,10,283,0.957,0.317,0.004,0.997
10.1371/journal.pcbi.1002568,MC EMiNEM maps the interaction landscape of the mediator,2012,15,5848,Article,8,65,5,7,1,9,244,0.935,0.294,0.997,0
10.1371/journal.pcbi.1002569,Fast spatiotemporal smoothing of Calcium measurements in dendritic trees,2012,8,3562,Article,6,40,10,29,1,9,278,0.969,0.272,NA,0.002
10.1371/journal.pcbi.1002570,A report of the curriculum task force of the ISCB education committee,2012,9,16661,Article,3,3,0,0,1,12,NA,0,0,0.068,0.931
10.1371/journal.pcbi.1002571,Virtual patients and sensitivity analysis of the Guyton model of blood pressure regulation: Towards individualized models of whole-body physiology,2012,19,6772,Article,6,94,10,0,3,20,210,0.984,0.368,0.004,NA
10.1371/journal.pcbi.1002572,Bringing molecules back into molecular evolution,2012,40,7554,Article,1,42,0,0,1,6,98,1,0.394,0,0
10.1371/journal.pcbi.1002573,A model-based Bayesian estimation of the rate of evolution of VNTR loci in Mycobacterium tuberculosis,2012,15,4491,Article,4,57,5,20,1,16,277,0.977,0.389,NA,0.003
10.1371/journal.pcbi.1002574,Assessing drug target association using semantic linked data,2012,98,15578,Article,3,45,5,7,1,8,227,0.952,0.377,0,0.004
10.1371/journal.pcbi.1002575,Prediction of microbial growth rate versus biomass yield by a metabolic network with kinetic parameters,2012,74,18635,Article,5,40,5,5,3,15,272,1,0.292,0.196,0
10.1371/journal.pcbi.1002576,Deceleration of fusion-fission cycles improves mitochondrial quality control during aging,2012,65,7348,Article,4,85,7,25,1,11,234,0.985,0.348,0.004,0
10.1371/journal.pcbi.1002577,Quantifying the contribution of the liver to glucose homeostasis: A detailed kinetic model of human hepatic glucose metabolism,2012,109,29957,Article,3,69,5,7,1,18,203,0.973,0.36,0,NA
10.1371/journal.pcbi.1002578,Shaping the dynamics of a bidirectional neural interface,2012,24,6222,Article,7,57,6,20,3,8,289,0.994,0.296,0,0
10.1371/journal.pcbi.1002579,Modular design of artificial tissue homeostasis: Robust control through synthetic cellular heterogeneity,2012,34,11198,Article,8,65,9,3,2,12,269,0.983,0.307,0.003,0.002
10.1371/journal.pcbi.1002580,The generation of phase differences and frequency changes in a network model of Inferior Olive subthreshold oscillations,2012,28,4934,Article,3,48,4,2,1,17,236,1,0.319,0.003,0
10.1371/journal.pcbi.1002581,A Topological Paradigm for Hippocampal Spatial Map Formation Using Persistent Homology,2012,90,10728,Article,4,47,7,13,2,11,300,0.976,0.387,NA,NA
10.1371/journal.pcbi.1002582,Activity Dependent Degeneration Explains Hub Vulnerability in Alzheimer's Disease,2012,214,12006,Article,5,87,8,1,2,10,297,0.97,0.333,0,0
10.1371/journal.pcbi.1002583,Quantifying and analyzing the network basis of genetic complexity,2012,4,5529,Article,2,18,4,4,1,9,192,0.981,0.34,0.002,0.004
10.1371/journal.pcbi.1002584,Spectral analysis of input spike trains by spike-timing-dependent plasticity,2012,10,5763,Article,3,77,9,51,2,11,288,0.958,0.311,0,0.005
10.1371/journal.pcbi.1002585,Adaptive temperature compensation in circadian oscillations,2012,30,7074,Article,3,42,6,15,3,6,169,0.98,0.343,0.004,0.005
10.1371/journal.pcbi.1002586,From dynamic expression patterns to boundary formation in the presomitic mesoderm,2012,14,4973,Article,7,113,7,10,2,11,253,0.899,0.275,0,0.005
10.1371/journal.pcbi.1002587,Network-assisted investigation of combined causal signals from genome-wide association studies in schizophrenia,2012,78,9768,Article,6,33,3,0,1,14,277,0.876,0.311,NA,NA
10.1371/journal.pcbi.1002588,Modeling within-host dynamics of influenza virus infection including immune responses,2012,115,15151,Article,6,67,6,3,2,11,220,0.975,0.336,1,0.003
10.1371/journal.pcbi.1002589,Efficient reverse-engineering of a developmental gene regulatory network,2012,60,8636,Article,5,102,7,9,2,9,306,1,0.364,0.001,0
10.1371/journal.pcbi.1002590,Learning with slight forgetting optimizes sensorimotor transformation in redundant motor systems,2012,14,11039,Article,2,82,6,23,1,11,294,0.962,0.297,0,0
10.1371/journal.pcbi.1002591,Automated tracking of whiskers in videos of head fixed rodents,2012,75,12177,Article,8,22,7,6,1,10,168,0.814,0.246,0.003,0.007
10.1371/journal.pcbi.1002592,Individual rules for trail pattern formation in Argentine ants (linepithema humile),2012,62,11020,Article,8,54,9,23,3,11,259,0.971,0.384,0.987,0.004
10.1371/journal.pcbi.1002593,Which of our modeling predictions are robust?,2012,26,5503,Article,1,32,1,8,1,7,102,1,0.362,0,0
10.1371/journal.pcbi.1002594,Sparse codes for speech predict spectrotemporal receptive fields in the inferior colliculus,2012,38,7191,Article,3,48,8,4,1,12,145,0.99,0.286,0.997,0.005
10.1371/journal.pcbi.1002595,GDP release preferentially occurs on the phosphate side in heterotrimeric G-proteins,2012,16,3316,Article,3,32,5,2,1,12,162,0.932,0.364,0.052,0.002
10.1371/journal.pcbi.1002596,Decorrelation of Neural-Network Activity by Inhibitory Feedback,2012,90,10149,Article,4,87,10,89,3,8,304,0.979,0.347,0.004,0
10.1371/journal.pcbi.1002597,Suppressed expression of T-box transcription factors is involved in senescence in chronic obstructive pulmonary disease,2012,15,6828,Article,5,148,4,7,1,16,291,0.872,0.227,0.007,0
10.1371/journal.pcbi.1002598,A quick guide to software licensing for the scientist-programmer,2012,43,61481,Article,3,21,2,0,1,10,NA,0,0,0.004,0
10.1371/journal.pcbi.1002599,Location-dependent excitatory synaptic interactions in pyramidal neuron dendrites,2012,38,7782,Article,5,95,8,4,2,9,220,0.986,0.278,0,0
10.1371/journal.pcbi.1002600,"Predicting signatures of ""synthetic associations"" and ""natural associations"" from empirical patterns of human genetic variation",2012,13,4075,Article,2,59,4,0,1,15,303,0.965,0.366,0.996,0.023
10.1371/journal.pcbi.1002601,A nonlinear dynamic approach reveals a long-term stroke effect on cerebral blood flow regulation at multiple time scales,2012,24,4064,Article,5,56,5,0,2,19,300,0.945,0.321,NA,0.997
10.1371/journal.pcbi.1002602,Interplay between the Localization and Kinetics of Phosphorylation in Flagellar Pole Development of the Bacterium Caulobacter crescentus,2012,6,3308,Article,2,32,6,13,2,17,333,0.972,0.276,0.997,0
10.1371/journal.pcbi.1002603,An integrated regulatory network reveals pervasive cross-regulation among transcription and splicing factors,2012,10,5527,Article,3,76,8,2,2,13,234,0.984,0.309,NA,0.51
10.1371/journal.pcbi.1002604,"Efficiency and power as a function of sequence coverage, SNP array density, and imputation",2012,16,8528,Article,7,54,5,10,1,14,181,0.958,0.361,0.005,0.004
10.1371/journal.pcbi.1002605,A preformed binding interface in the unbound ensemble of an intrinsically disordered protein: Evidence from molecular simulations,2012,89,6263,Article,2,70,9,1,1,17,293,0.957,0.379,0.005,0.004
10.1371/journal.pcbi.1002606,Microbial co-occurrence relationships in the Human Microbiome,2012,718,80055,Article,7,85,6,2,2,8,304,0.924,0.279,1,0.009
10.1371/journal.pcbi.1002607,A range-normalization model of context-dependent choice: A new model and evidence,2012,71,7910,Article,3,64,6,15,2,13,289,1,0.373,0,0.003
10.1371/journal.pcbi.1002608,Importance of electrostatic interactions in the association of intrinsically disordered histone chaperone Chz1 and histone H2A.Z-H2B,2012,53,5623,Article,7,61,9,4,2,18,214,0.94,0.338,NA,0.243
10.1371/journal.pcbi.1002609,Mutation Induced Extinction in Finite Populations: Lethal Mutagenesis and Lethal Isolation,2012,17,6989,Article,2,56,4,14,1,11,293,0.989,0.33,NA,0.007
10.1371/journal.pcbi.1002610,Modeling of pharmacokinetics of cocaine in human reveals the feasibility for development of enzyme therapies for drugs of abuse,2012,30,11044,Article,2,62,4,5,1,19,281,0.927,0.39,NA,NA
10.1371/journal.pcbi.1002611,Why SIT works: Normal function despite typical myofiber pattern in situs inversus totalis (SIT) hearts derived by shear-induced myofiber reorientation,2012,8,2660,Article,5,35,10,5,1,21,254,0.96,0.36,1,NA
10.1371/journal.pcbi.1002612,Rational engineering of enzyme allosteric regulation through sequence evolution analysis,2012,48,10197,Article,5,49,5,2,1,10,166,0.962,0.236,NA,NA
10.1371/journal.pcbi.1002613,Genome-wide localization of protein-DNA binding and histone modification by a bayesian change-point method with ChIP-seq data,2012,30,10176,Article,4,59,5,9,2,20,295,0.959,0.278,NA,0.005
10.1371/journal.pcbi.1002614,Literature Based Drug Interaction Prediction with Clinical Assessment Using Electronic Medical Records: Novel Myopathy Associated Drug Interactions,2012,69,12534,Article,14,25,7,0,1,17,234,0.842,0.295,0.007,0.011
10.1371/journal.pcbi.1002615,Multiple Spike Time Patterns Occur at Bifurcation Points of Membrane Potential Dynamics,2012,16,4899,Article,5,115,6,11,2,12,226,1,0.331,NA,0.004
10.1371/journal.pcbi.1002616,Digital epidemiology,2012,229,73208,Article,11,34,1,0,3,2,63,1,0.412,0.053,0
10.1371/journal.pcbi.1002617,Finding a needle in a haystack: The role of electrostatics in target lipid recognition by PH domains,2012,31,4723,Article,2,70,8,8,1,17,285,0.932,0.197,0.003,0.003
10.1371/journal.pcbi.1002618,Coupling Mechanical Deformations and Planar Cell Polarity to Create Regular Patterns in the Zebrafish Retina,2012,46,9163,Article,4,106,6,9,2,15,297,0.971,0.318,0,0.004
10.1371/journal.pcbi.1002619,Combining the Finite Element Method with Structural Connectome-based Analysis for Modeling Neurotrauma: Connectome Neurotrauma Mechanics,2012,56,10601,Article,4,68,8,3,1,16,259,0.962,0.376,0.001,0.003
10.1371/journal.pcbi.1002620,Molecular Constraints on Synaptic Tagging and Maintenance of Long-Term Potentiation: A Predictive Model,2012,30,4826,Article,3,94,9,34,1,14,230,0.941,0.286,0.004,0.004
10.1371/journal.pcbi.1002621,Single Nucleotide Polymorphisms Can Create Alternative Polyadenylation Signals and Affect Gene Expression through Loss of MicroRNA-Regulation,2012,29,7032,Article,2,37,7,1,2,17,221,0.911,0.355,0,NA
10.1371/journal.pcbi.1002622,Functional Roles for Synaptic-Depression within a Model of the Fly Antennal Lobe,2012,4,2600,Article,1,56,14,50,2,13,263,0.971,0.357,0,0
10.1371/journal.pcbi.1002623,Alternative Protein-Protein Interfaces Are Frequent Exceptions,2012,23,5075,Article,2,60,4,0,3,7,216,0.95,0.339,0,NA
10.1371/journal.pcbi.1002624,Inferring Dynamic Signatures of Microbes in Complex Host Ecosystems,2012,33,9568,Article,3,66,6,13,1,9,288,0.982,0.304,0.021,0.777
10.1371/journal.pcbi.1002625,Unifying Time to Contact Estimation and Collision Avoidance across Species,2012,12,4240,Article,2,39,9,21,2,10,191,0.991,0.333,0,0.987
10.1371/journal.pcbi.1002626,Performance Limitations of Relay Neurons,2012,16,6180,Article,2,68,10,78,2,5,335,0.972,0.324,0,1
10.1371/journal.pcbi.1002627,Evolution of Stress Response in the Face of Unreliable Environmental Signals,2012,37,7465,Article,4,49,3,5,2,11,233,1,0.394,0,0.005
10.1371/journal.pcbi.1002628,Hybrid Models and Biological Model Reduction with PyDSTool,2012,43,10484,Article,1,74,6,0,1,8,154,0.959,0.309,0.004,0.004
10.1371/journal.pcbi.1002629,The Role of Local Backrub Motions in Evolved and Designed Mutations,2012,23,4886,Article,6,44,4,1,2,11,238,0.974,0.327,0.004,0.997
10.1371/journal.pcbi.1002630,Predicting the Extension of Biomedical Ontologies,2012,25,4185,Article,2,38,6,3,2,6,192,0.983,0.436,1,0.007
10.1371/journal.pcbi.1002631,Ten Simple Rules for Online Learning,2012,15,56429,Editorial,1,12,0,0,1,6,NA,0,0,0.004,0.004
10.1371/journal.pcbi.1002632,An Online Bioinformatics Curriculum,2012,13,231723,Article,1,44,0,0,1,4,108,0.987,0.429,0.004,0.004
10.1371/journal.pcbi.1002633,On Genetic Specificity in Symbiont-Mediated Host-Parasite Coevolution,2012,30,5249,Article,3,37,6,7,3,9,161,0.99,0.347,0.002,0
10.1371/journal.pcbi.1002634,A Canonical Model of Multistability and Scale-Invariance in Biological Systems,2012,73,8538,Article,4,69,10,18,3,11,216,0.978,0.353,0.005,0.005
